seller_id,avg_delay_days,delay_frequency,total_orders,delayed_orders,seller_state,total_revenue
039b29ff3b3473435d0cd59040575de9,-9.961698816872428,0.0,9,0,SP,215.55
039e6ad9dae79614493083e241147386,-11.414537037037036,0.2,5,1,SP,13273.42
03a2a6dcbe45d639c4dc2a0d24769c40,-11.9935558127572,0.1111111111111111,9,1,SP,1250.66
03bd479e1d9484cdb14104d3023f7321,-4.887588734567902,0.3333333333333333,3,1,MG,596.41
0417b067eeab773d2f7061a726dc477f,-3.1938310185185186,0.3076923076923077,13,4,SC,2501.75
042573af89b6d931f672efaf789d8358,-0.38885030864197506,0.3333333333333333,3,1,SP,478.57
04308b1ee57b6625f47df1d56f00eedf,-10.881928844605476,0.11956521739130435,92,11,SC,61940.62
0432ead42b6c8a0bdf68154add917fdf,-12.495092737268518,0.0375,80,3,SP,8761.28
044668ccd5316b12a7cf0d54a156e3e9,-29.760408950617286,0.0,3,0,SP,191.35
04843805947f0fc584fc1969b6e50fe7,0.6587615740740741,1.0,1,1,RS,1474.76
048c2757535328e0d7dac690ad3c0aae,-9.286541203703704,0.14,50,7,SP,10312.41
04aa0a1c5ce6b222003403a3e11c3cc0,-11.009306607744106,0.18181818181818182,11,2,SP,6339.51
04aba03279157f6d4e0fe8ccaf21963c,-13.255569444444443,0.06666666666666667,15,1,RJ,2735.23
04e38a233f726ef161074ab1c9b0399a,-4.9486580165692,0.15789473684210525,19,3,SP,1347.27
04ee0ec01589969663ba5967c0e0bdc0,-12.453877314814815,0.0,1,0,RS,314.32
04fdea0c111866e6cf812f1570d6b5bd,-9.533265335648148,0.125,8,1,SP,1038.35
0509040ea3fe50071181bbc359eb7738,-9.959831976372925,0.06896551724137931,87,6,MG,5099.25
052577151711aec5c744fe12e66db3e1,-11.191400462962964,0.0,1,0,SC,729.65
054694fa03fe82cec4b7551487331d74,-0.30947627314814813,0.3,20,6,SP,8984.43
056b4ada5bbc2c50cc7842547dda6b51,-11.708633355034722,0.109375,64,7,RJ,13485.79
0570350b23eda5444f8d1d9544932058,-13.94592785493827,0.0,6,0,SP,751.76
05730013efda596306417c3b09302475,-10.727526041666668,0.0,4,0,SC,1168.67
058cb5aeb36d7c0fcae20fc85d5e0a59,-10.312072811447813,0.09090909090909091,11,1,RJ,1983.82
058fd0aa2bfdb2274e05e1ae971dabb6,-10.977676946013812,0.06779661016949153,59,4,SP,8287.53
05a48cc8859962767935ab9087417fbb,-17.21957175925926,0.0,1,0,SP,59.39
05a940b4ecae36cadfd8e93bd9c43257,-14.193740997942388,0.0,9,0,GO,864.1
05aebce0b5c8f0d41b29b686f2d05fd3,-1.8186689814814816,0.5,2,1,SP,120.88
05ca864204d09595ae591b93ea9cf93d,0.5562615740740741,1.0,1,1,SP,188.42
05d2173d43ea568aa0540eba70d2ca76,-10.928309251792117,0.06451612903225806,62,4,MG,7438.93
05e107217c7266362fd44b75b2cd4cc4,-5.2043333333333335,0.4,5,2,SP,275.39
05f51e13da97139648b8125c31e5f51b,-9.064117730669265,0.15789473684210525,57,9,MG,14988.96
05feb94f19d094d4b0f9281f0b1d4c99,-12.475007716049383,0.0,6,0,SP,10050.04
05ff92fedb5be47920fea08e501238b9,-17.09200881254061,0.05263157894736842,57,3,RS,22983.87
062c325cd6a2b87845fab56b4ec2eeae,-8.809195601851851,0.0,2,0,SP,157.07999999999998
062ce95fa2ad4dfaedfc79260130565f,-12.55610853909465,0.037037037037037035,54,2,RS,8959.97
06532f10282704ef4c69168b914b77be,-12.23813988095238,0.0,7,0,PR,10460.75
06579cb253ecd5a3a12a9e6eb6bf8f47,-9.244160493827161,0.13333333333333333,60,8,SP,5926.63
066a6914e1ebf3ea95a216c73a986b91,-16.325304542824075,0.03125,64,2,PR,10523.62
0691148aee60ca47977c187804f935ae,-13.12783146178093,0.02127659574468085,47,1,PR,7841.36
0692610d8abe24f287e9fae90ea0bbee,-5.438012152777778,0.25,4,1,SP,205.72
06a2c3af7b3aee5d69171b0e14f0ee87,-10.614125948596792,0.23195876288659795,388,90,MA,48073.62
06bb3a2fe5e7b7a845b13e8fb91bd944,-13.076287445533769,0.0,17,0,MG,1862.33
06df0c10d34e459d9672bc77388742eb,-12.781903044871795,0.11538461538461539,26,3,PR,9595.77
06e5eefc71ec47ae763c5c6f8db7064f,-15.983813014403292,0.022222222222222223,90,2,RS,24091.53
07017df32dc5f2f1d2801e579548d620,-23.896261574074074,0.0,8,0,PB,1128.24
070d165398b553f3b4b851c216b8a358,-7.3719625771604935,0.16666666666666666,30,5,SP,4373.86
0725b8c0f3f906e58f70cbe76b7c748c,-10.116081452546297,0.375,16,6,SP,3058.99
0743a0239d764b9a0f959a57d07e36ab,-6.329782986111111,0.0,4,0,SP,403.22
0747d5bb69f0586cc869d8af4c50f93e,-15.082401620370371,0.08333333333333333,12,1,RJ,504.24
0761743cbffb25d7148189e9f1a5f03a,-8.893360339506174,0.0,3,0,SP,327.40000000000003
077c5fae4bea9500e3737b16f71b9d3a,-7.043793402777777,0.0,4,0,SP,177.24
0791d9fc1e30678ecf03d3e55fa108d3,-15.64292824074074,0.0,5,0,MG,1029.0
079d295dcbf06ee8bb1b65ba964eb2b6,-10.586030092592592,0.0,5,0,SP,540.09
07a9bc7f61396b658ddf3ac534efe44c,-4.515717592592592,0.0,1,0,SP,135.49
07bf9669d84d1f11be443a9dd938f698,-17.427906378600824,0.0,18,0,SP,2422.22
07d75e33f2750d97d467fb57e4dfdd8a,-10.805295138888889,0.0,2,0,SP,759.59
07de60b03d150fb3ea09eab5da5e4c8b,-11.77997974537037,0.125,8,1,SP,784.36
07e8e8fc5222bb358e6f259da3197074,-5.764548611111111,0.0,2,0,SP,74.86
080102cd0a76b09e0dcf55fcacc60e05,-11.124099729938273,0.041666666666666664,120,5,MG,7672.96
080199a181c46c657dc5aa235411be3b,-8.892990359821848,0.02531645569620253,79,2,SP,15544.88
08061dc0fc165ed41288cc7acde738ee,-0.46992187500000016,0.25,4,1,SP,182.22
08084d990eb3f53af056ccbc1730c8a7,-14.427142255892257,0.0,11,0,SP,546.9300000000001
081acf3de680d554796c9cf041be7bc2,-10.258900462962963,0.3333333333333333,3,1,MG,1187.19
082e0bf4cb865a6533b1e8e498cc0255,-13.88454335016835,0.18181818181818182,11,2,SP,3064.33
085f6f7e049c996695fb2074fe38d45e,-13.022399691358023,0.0,6,0,SP,435.96000000000004
08633c14ef2db992c11f840f04fad4cd,-9.879297078768909,0.07042253521126761,71,5,SP,8640.02
0873d9f8f36123f8d910f4760e788cfb,-8.6283125,0.4,5,2,SP,6021.56
0885aaf116795758dfeb5f1032487bcd,-10.72230787037037,0.04,25,1,SP,3180.6
0887a9f087bcd5d9f6642b52f897fc6c,-11.862310956790123,0.08333333333333333,12,1,SP,1862.35
08ad4ac1388e4420ca531c3edfc46198,-9.876232638888888,0.0,6,0,SP,347.92
08cdbae123ff67ca4e36d9d641ce0119,1.816750578703704,0.5,4,2,MG,4195.46
08d0949a9a17c027262db1f3c450c26c,-11.08367319023569,0.0,11,0,PR,536.23
08d1c9478fb0d7d7fcac9c0da4e82fc7,-12.253541666666667,0.0,1,0,MG,605.57
08d2d642cf72b622b14dde1d2f5eb2f5,-10.861705729166667,0.1875,16,3,SP,1215.16
08f5819815f3d06545011850bd70f0a8,-14.61341049382716,0.0,3,0,SP,522.83
091065b789659bc3cd9af9cb3a6253ff,-10.104918981481482,0.0,2,0,RS,1444.37
0936e1837d0c79253456bbb2ffaaef10,-11.709918981481481,0.0,1,0,SP,70.02
093805f8f2aeb63881444571e1f48f30,-9.489322916666667,0.045454545454545456,22,1,SP,1559.73
094ced053e257ae8cae57205592d6712,-14.948047636452241,0.0,19,0,SP,2122.26
0951a6e282947e09cd47969f4ed0b47f,-7.330393518518519,0.0,7,0,SP,580.3199999999999
09883d9ab71c8fe8a9bfc7fc3075b07e,-4.489267939814814,0.25,4,1,SP,330.09
099095b050cfe8eb1ddff5317587e96e,-8.982743055555556,0.1875,16,3,SP,5705.93
09bad886111255c5b5030314fc7f1a4a,-3.648627314814815,0.0,5,0,SP,560.36
09f952a5f58d2285b0372551ae8f9b01,-10.244047151771337,0.06521739130434782,46,3,SP,12653.64
0a198e95d32b1be2da9424c962a6ebfa,-3.4454050925925928,0.0,1,0,MG,86.67
0a82f5fb06a4fe4ac2cf7cb412ec71b8,-9.189409722222223,0.0,2,0,SP,484.8
0a85ebe4e328db81ac9109781205e2f7,-7.655358796296295,0.08333333333333333,12,1,SP,926.42
0aa2205ca24f113f4658a5c536667426,-10.543773148148148,0.0,4,0,SP,988.1
0ac4201fda2c68ebc0e47cb9423cf3c9,-11.525150462962964,0.07692307692307693,13,1,SP,1910.8700000000001
0ad80de75c811326389cfb1daba7d45e,-11.758626543209877,0.0,6,0,RJ,1564.72
0adac9fbd9a2b63cccaac4f8756c1ca8,-10.28738569223986,0.06666666666666667,105,7,SP,18285.31
0ade5cc4a305ed7093a23f68ca47519c,-20.133894675925923,0.0,2,0,PR,201.27
0aea4c6ae1505b3228ddf3dd7822ee5b,-5.943143807870371,0.25,8,2,SP,1579.66
0af2ab31141893d26aca5a404a537dab,-5.24761574074074,0.0,1,0,SP,74.51
0af977692321d895349eded183341d28,-7.558622685185185,0.0,2,0,SP,277.22
0afccdb8a34ee5c79f7c06faf2b4d56e,-9.689338348765432,0.08333333333333333,24,2,MG,1557.09
0b0ddbc7b9d9584f442c7ac92b0ff6c9,-17.139070216049383,0.0,3,0,SP,1550.6399999999999
0b18d63d0cd1d723567903fd34a07df2,-15.298112139917695,0.0,9,0,SP,1944.03
0b1ca3ef18a63d7eb0c8897fa0849c08,-5.282650462962963,0.0,1,0,SP,62.87
0b35c634521043bf4b47e21547b99ab5,-11.444137377173092,0.16326530612244897,49,8,PR,16073.81
0b36063d5818f81ccb94b54adfaebbf5,-20.549884259259258,0.0,1,0,SC,783.0
0b3f27369a4d8df98f7eb91077e438ac,-9.130734953703705,0.0,2,0,SP,171.39
0b46f784306be7200ca1700aa55d819f,-14.397592592592593,0.0,1,0,MG,30.86
0b64bcdb0784abc139af04077d49a20e,-17.217757523148148,0.0,4,0,RS,205.81
0b90b6df587eb83608a64ea8b390cf07,-17.707368489583335,0.0375,160,6,PR,31733.47
0bae85eb84b9fb3bd773911e89288d54,-14.349582469596463,0.007462686567164179,134,1,SP,10666.11
0bb27263628258b8111a0262769fa9db,-16.593923611111112,0.0,1,0,SP,33.16
0bb738e4d789e63e2267697c42d35a2d,-13.266982886904762,0.03571428571428571,28,1,SP,2571.1
0be8ff43f22e456b4e0371b2245e4d01,-11.025993802270012,0.06451612903225806,155,10,SP,14056.66
0bebbb2cea103a4a020c95d43fd7d754,-9.713931327160493,0.0,9,0,SP,1514.34
0bf0150d5b9d60d9cd2906003332f085,-6.141216168091168,0.20512820512820512,39,8,SP,6872.35
0bfd0b434243adc5c2e1aa6baf19c6aa,-19.80938271604938,0.0,6,0,RJ,497.14
0c7533c71df861ec58ad7ff999ed0e8d,-9.243443973634651,0.05084745762711865,59,3,SP,3819.08
0c7f30ae9b147eca07affbef92832a6a,-16.200020833333333,0.0,5,0,PR,567.11
0c8380b62e38e8a1e6adbeba7eb9688c,-11.248175702335859,0.056818181818181816,176,10,MG,21771.28
0cab2da43793a6f3c5ed8514c5f54627,-20.467916666666667,0.0,3,0,PR,366.9
0cbcee27c791afa0cdcb08587a2013a8,-14.284584271771774,0.10810810810810811,37,4,MG,5837.68
0d33a55da925bbf1ff02af5f6059fc7f,-10.694887014991181,0.047619047619047616,21,1,SP,960.9
0d4c8269e7f0401201794deef160edd6,-5.105219907407407,0.0,3,0,SP,892.03
0d83f8e03188682112cc0d93523705cc,-10.273819444444445,0.25,4,1,RS,820.5699999999999
0d85bbda9889ce1f7e63778d24f346eb,-10.91588598402324,0.11764705882352941,51,6,MG,6469.7
0daf5180aa44356f60f8effa533b55a2,-4.919953703703704,0.5,2,1,GO,183.63
0db783cfcd3b73998abc6e10e59a102f,-12.445333778490028,0.038461538461538464,130,5,SP,10887.69
0dd184061fb0eaa7ca37932c68ab91c5,-9.740207750989983,0.11949685534591195,159,19,SP,24069.28
0ddefe3c7a032b91f4e25b9c3a08fca1,-8.362939814814816,0.0,9,0,SP,552.9
0df3984f9dfb3d49ac6366acbd3bbb85,-13.982395969498912,0.011764705882352941,85,1,MG,11499.75
0dfbed20065e425d2eaefb101f9816c0,-1.301489197530863,0.3333333333333333,3,1,SP,133.6
0e44d110fa6a54e121cb2c095a77762f,-6.673611111111111,0.16666666666666666,6,1,SP,293.38
0e72c1a751b496722a6cb1f10653b62a,-11.699143518518518,0.0,3,0,SP,192.1
0e982cff76cc0579f632cea8a0e38c9d,-12.216877314814814,0.0,5,0,SC,1035.13
0ea22c1cfbdc755f86b9b54b39c16043,-16.072036316872428,0.017777777777777778,225,4,MG,14924.32
0eaa7e33d73809f1f925f7d07c506cbd,-14.114783179012345,0.0,15,0,SP,1746.9
0ebd97a106433a45a4aebe57c1799778,-16.374376929012346,0.0,30,0,MG,3738.81
0ec28cec4046a4a199b6de9b4c891d97,-6.115497685185185,0.0,3,0,GO,352.64
0ed6ce5d87fd9c69eaacaeb778d67235,-12.075429894179894,0.14285714285714285,42,6,SP,2697.3
0ee4fb99ac55ffbbc98795aa01b7f8fa,-14.679085648148147,0.0,1,0,SP,70.93
0ef83d7d83ed97cd2a0049ac8be5f88a,-13.43734165681639,0.02127659574468085,47,1,PR,5685.91
0f0c984a4a955310903b6b6008660bad,-9.277511574074074,0.25,4,1,SP,481.38
0f519b0d2e5eb2227c93dd25038bfc01,-39.22060185185185,0.0,1,0,SP,102.9
0f7eea709efdf942b5f95c7516dbacd7,-19.538587962962964,0.0,3,0,SP,240.06
0f80a40c312b2472dca482cf50f5186f,-16.20837962962963,0.0,1,0,SP,150.0
0f94588695d71662beec8d883ffacf09,-11.65667824074074,0.0,1,0,SC,27.59
0fe2d9733ed841eb064503920015a8c0,-12.552743055555554,0.0,3,0,SP,498.35
0ff83046c3fa22efee8ecf291888b191,-16.982393518518517,0.0,10,0,RS,1023.37
0ffa40d54288e4f3499b8780dd0f144f,-11.25031390291807,0.15151515151515152,33,5,SP,2746.47
10076e5788b8ee532724bcd460baf762,-11.269159827441078,0.045454545454545456,22,1,SP,1162.74
10089e9f2fd0c668a8fd4e52e1698888,-16.142033179012344,0.0,3,0,SP,1199.31
101a3a003516bc11253298b2fad3cb65,-7.844372685185185,0.0,5,0,SP,524.0
1025f0e2d44d7041d6cf58b6550e0bfa,-10.058638357873463,0.10244988864142539,898,92,SP,172783.31
10264f60a8f0a4d2f30810f5c661c673,-7.955245949074074,0.0,4,0,SP,326.46000000000004
1099a00e0ee3a50935e6c2447ca090c5,-9.257461419753087,0.3333333333333333,3,1,RJ,910.8299999999999
10cdd491d1dbea8fb4ead97b19c334ce,-17.32085262345679,0.0,3,0,MG,287.76
10ff823eda2b032e2c93d17a7d294736,-13.587378472222222,0.0,8,0,SP,1292.86
112453736dbe3889cfb74e1aaa0ba0c1,-6.300881283068783,0.0,7,0,SP,2154.77
1127b7f2594683f2510f1c2c834a486b,-10.580794682296975,0.027522935779816515,109,3,SP,8636.15
11305281b50fff20ae8bb473f8e11876,-12.171936507936508,0.11428571428571428,35,4,MG,8451.09
113e3a788b935f48aad63e1c41dac1bd,-14.287372981956315,0.05128205128205128,39,2,SP,1533.92
116ccb1a1604bc88e4d234a8c23f33de,-9.358678819444444,0.06666666666666667,60,4,SP,2891.94
11742f81550ac064cc9a40f67151d9ad,-4.203096064814815,0.0,2,0,SP,831.01
117cfc326c6d50da67ca858ff5c0c852,-8.429453703703704,0.0,5,0,RJ,536.08
11938fcc75f6902fea1d0a6f72b54a57,-20.204184027777774,0.0,2,0,SC,737.1400000000001
119c7f1a00ef43fad0e57604e76a747c,-6.046383101851852,0.0,2,0,SP,206.82
119d1aef1b4144adba89163f6cd9f5d4,-11.337977430555556,0.0,4,0,SP,1298.24
11bfa66332777660bd0640ee84d47006,-8.354531402290448,0.15789473684210525,76,12,SP,5608.54
11d4c477d09821164bca4f70a2eae031,-11.24533950617284,0.0,3,0,SP,140.86
11eac105f3f90a9b87b19c89d91e24f3,-13.247516203703702,0.0,5,0,SP,927.83
11fb6f6d341adbe19e81733701704635,-6.647939814814815,0.0,3,0,SP,1596.6599999999999
120476eb7a04c149d14772edaf5d9bf2,-12.600888310185185,0.0,4,0,RJ,2519.63
1284de4ae8aa26997e748c851557cf0e,-8.335586419753087,0.0,3,0,SP,1546.84
128639473a139ac0f3e5f5ade55873a5,-11.473382015125814,0.06297709923664122,524,33,PR,21667.87
128f9bfbe4c7d5185033914b1de3d39a,-12.142137642450145,0.07692307692307693,13,1,SP,1519.37
12a8eb0f8d1cd3270695bf2a99f55966,-9.123460648148148,0.5,2,1,SP,436.66999999999996
12b9676b00f60f3b700e83af21824c0e,-20.567278613199665,0.015037593984962405,133,2,RS,29927.64
12c2ed9cded6138cf0c75f525f565fc7,-1.076122685185185,0.6666666666666666,3,2,SP,252.73000000000002
13074f016982ff2bd6c58ced8682f000,-7.284553952991454,0.3076923076923077,13,4,RS,2752.66
131fcb0a0c9a47bba4474aacff0f14b7,-7.159372106481482,0.0,4,0,SP,406.40999999999997
1336efc61c316ddf92c899eb817f7cae,-10.582227668845315,0.10294117647058823,68,7,SP,5994.55
134285d1f41da5c13a756ee8142c8a4e,-8.856566358024692,0.0,3,0,SP,1653.6299999999999
134a288e7de827ec5ec62e3ec9c3a295,-10.154197530864199,0.0,9,0,SP,1004.0
134b867a0f7f8bbe6abf10f91874891e,-18.14679398148148,0.0,1,0,SP,922.84
13511db12ac61e2f89c53b72a944a60b,-12.1852449845679,0.16666666666666666,6,1,RS,1063.97
1352e06ae67b410cdae0b2a22361167b,3.0939814814814817,1.0,2,2,RJ,214.1
1354d51653f645349064725ed204e85e,-18.161185699588476,0.05555555555555555,18,1,SP,2694.71
138dbe45fc62f1e244378131a6801526,-8.00580195473251,0.044444444444444446,45,2,SP,1775.13
139157dd4daa45c25b0807ffff348363,-12.320752314814815,0.0,1,0,SP,37.68
13c2ed7698b3ca92dad49e849219da59,-9.311898148148147,0.0,8,0,PR,653.29
13d058e4eeac2ce8217660b2f8a05812,-9.519669086700336,0.13636363636363635,22,3,SP,4647.37
13d95f0f6f73943d4ceffad0fc2cd32c,2.855462962962963,1.0,1,1,GO,309.32
13dd308f81fea30cc670c656b2b46cc3,-5.63858024691358,0.3333333333333333,3,1,SP,151.14
13e85aac53340018b40c2af68001b7e0,-34.33631944444444,0.0,1,0,SP,31.92
13f57c12a00ed4610db646b913a7f5c6,-7.221917989417989,0.14285714285714285,7,1,SP,821.1500000000001
13fa2a6c6b9d0f43cb588d7c82117a12,-5.041058384773662,0.3333333333333333,9,3,SP,4719.4400000000005
141440cad9341e553f8401c574a2aa38,-21.298554292929293,0.0,11,0,PR,1611.52
1430239a858e7682bbc43b20758af153,-9.662880582788672,0.0,17,0,SP,888.64
1444c08e64d55fb3c25f0f09c07ffcf2,-21.088784722222222,0.0,1,0,BA,2818.74
1464afc72f696af775557a821c2e253f,-11.819672733077905,0.034482758620689655,29,1,RJ,1513.78
14a08204d03bb6b6bde8029f801ae0eb,-13.704660631613757,0.0,28,0,SP,2935.6800000000003
14d7985702e72162bbf13b6beb74ab2b,-7.80922550154321,0.1388888888888889,36,5,SP,4368.93
14ee35374a7876217954b5fa08e50463,-4.5250208333333335,0.2,5,1,SP,772.6199999999999
14f2b3587172b9db894c9bad8dab520b,-11.889890046296296,0.0,2,0,RS,330.06
152ee17e4c8aaf53dac99f3462e4999b,-13.563597608024692,0.0,6,0,SC,404.93
154bdf805377afea75a3bd158e9eab10,2.700451388888889,1.0,1,1,SP,109.72
1554a68530182680ad5c8b042c3ab563,-13.18572855001518,0.06967213114754098,244,17,MG,35989.91
157c3e4b42f81ac4a44e8b1ca2fe9876,-11.227841739766083,0.10526315789473684,19,2,SP,2464.44
1588ac4010787100dddef64568f0ae35,-8.147862654320988,0.0,3,0,PR,645.97
15aac934c58d886785ac1b17953ea898,-8.468013425925927,0.12,25,3,ES,5019.6
15b3b1b81484422eb41df68ac87f1f50,-4.411273148148148,0.0,1,0,SP,56.04
15cd6eefe58588619aaed41dfa6621b1,-9.337965277777778,0.06666666666666667,15,1,MG,2098.55
15ead3a5037a918ddb520dfe39a3d2b9,-7.246072530864198,0.16666666666666666,6,1,MG,394.72
15fa791d5e017f66402dc28c44480657,-7.887003761574074,0.125,8,1,SP,1983.29
160851d3ece7aa1a510f8d1a4bb8a8af,-12.36245949074074,0.0,2,0,SP,141.15
16090f2ca825584b5a147ab24aa30c86,-8.974718461376995,0.10831234256926953,397,43,SP,30951.63
160e4f13fd3a64b1b86807be88b5ffb0,-14.590185185185184,0.0,4,0,PR,980.45
164a5a8794e6d42e14f55e447b12a3bc,-18.11684027777778,0.0,1,0,PR,136.76
165b1235e9e9942cb5fae67103576fb0,-7.125226220538721,0.09090909090909091,11,1,SP,2489.8
165fc07beebdcb6190fba8a06db2a449,-10.675800334909377,0.1276595744680851,47,6,PR,18405.74
1660ad786c27fd935378b6192a90b417,-10.695892255892256,0.09090909090909091,11,1,SP,1666.6200000000001
166e8f1381e09651983c38b1f6f91c11,-7.722372685185185,0.0,2,0,SC,109.0
167fd940acebc789debd6eb418c46e38,-8.025578703703705,0.2,5,1,SP,1178.48
1690cada046eb7e92c12f98b1f8a8167,-13.461581018518519,0.1,10,1,SP,1992.91
16bdc8cefd0e32a6f0824d296c5ad14a,-11.33420138888889,0.0,1,0,SP,61.08
1703bc09972dab9782e7a9194943b69f,-17.13019675925926,0.0,1,0,MG,356.11
1710c3aaa9c6b44ec3883ee0fe300e21,-8.234936342592592,0.0,2,0,SP,1226.55
17306570e772e7718c92a562d33f5f1d,-8.991842421124828,0.07407407407407407,27,2,SP,9482.25
173d56ffbd4c56cb80fc3615487d712b,-16.248275462962965,0.0,2,0,SP,397.61
1746c1ae87ac63d530c7c943d0ac42e2,-3.058773148148148,0.0,1,0,SP,252.35
1771297ac436903d1dd6b0e9279aa505,-14.598690889550266,0.03571428571428571,28,1,SP,3466.43
1782ce2db72c3dda627d5e7c898104e1,0.43869984567901216,0.1111111111111111,9,1,SP,2218.17
17908cf9b444ee34047cadd5c0f4a516,-11.186450968013467,0.09090909090909091,11,1,GO,2495.41
17998cf586426bf0f2c3726cb0a4b211,-25.11394675925926,0.0,1,0,MG,41.05
179d859f51292aac5c10806a356f7af9,-8.173802726337449,0.16666666666666666,18,3,SP,800.27
17a053fcb14bd219540cbde0df490be0,-9.372935334528076,0.08064516129032258,124,10,SP,49466.45
17ca9b9e9b9ef8fdb529001b49ebb50f,-13.40370269726248,0.02608695652173913,115,3,MG,12159.210000000001
17e34d8224d27a541263c4c64b11a56b,-9.839639509936765,0.08536585365853659,246,21,SP,59384.77
17eea220a40cc0d2c0c5346379682398,0.02585262345679003,0.6666666666666666,3,2,SP,951.98
17f51e7198701186712e53a39c564617,-11.11553872053872,0.09090909090909091,55,5,SP,56576.7
180c3376aff0e43dd5788709df48a843,-4.1263703703703705,0.2,5,1,SP,4722.97
1835b56ce799e6a4dc4eddc053f04066,-9.367461429545028,0.12436548223350254,394,49,SP,42013.69
1838dd9b8977065acf51d95e0053ea7a,-10.286911402329748,0.04838709677419355,62,3,MG,3963.29
184725737946a1a938bbbd1a9e978103,-2.035513117283951,0.0,3,0,SP,403.57000000000005
184a67a8f9f63234d3a92340bbdb727f,-15.846048280423279,0.0,7,0,SC,484.21999999999997
186cdd1b2df32caa72cfb410bba768d3,-27.634864969135805,0.0,6,0,SC,1609.73
189ca3538ce9f920cacf0f982cbe223b,-9.22076099537037,0.0,4,0,SP,481.67
18a349e75d307f4b4cc646a691ed4216,-13.864307698902607,0.06481481481481481,108,7,SP,9411.99
18e694e0e48ed6f7aa3f24aade5fd697,-12.079112903225806,0.03225806451612903,31,1,SP,1205.77
