seller_id,total_revenue,total_cost,total_profit,avg_cm_pct,order_count,avg_review_score,seller_state,seller_city,seller_segment,revenue_rank,margin_rank,revenue_share_pct
038b75b729c8a9a04b0d07cba7eabe86,557.8499999999999,417.75,140.1,25.117251851384534,2,3.5,SP,sao jose dos campos,"Growth (Low Rev, High Margin)",1869,1156,0.0036174165970073225
039b29ff3b3473435d0cd59040575de9,215.55,181.07999999999998,34.47,16.426506183959738,9,4.444444444444445,SP,ribeirao pires,"Exit (Low Rev, Low Margin)",2365,2879,0.0013977487630813454
039e6ad9dae79614493083e241147386,13273.42,9395.92,3877.5,29.134819541172316,5,4.0,SP,sao paulo,"Star (High Rev, High Margin)",250,37,0.0860724026298269
03a2a6dcbe45d639c4dc2a0d24769c40,1250.66,927.137,323.5230000000001,25.361625697942955,9,4.111111111111111,SP,maua,"Star (High Rev, High Margin)",1370,1071,0.008109990573116751
03bd479e1d9484cdb14104d3023f7321,596.41,441.0999999999999,155.31000000000006,26.04704371367934,3,4.333333333333333,MG,uberlandia,"Growth (Low Rev, High Margin)",1827,801,0.0038674615624650667
0417b067eeab773d2f7061a726dc477f,2501.75,1943.9959999999999,557.7540000000001,21.02083870235513,13,3.923076923076923,SC,sao bento do sul,"Risk (High Rev, Low Margin)",973,2422,0.016222769510734196
042573af89b6d931f672efaf789d8358,478.57,354.526,124.044,25.707734779550517,3,3.6666666666666665,SP,sorocaba,"Growth (Low Rev, High Margin)",1960,934,0.0031033199979022936
04308b1ee57b6625f47df1d56f00eedf,61940.62,44243.079999999994,17697.540000000005,28.434261931947507,92,3.9456521739130435,SC,bombinhas,"Star (High Rev, High Margin)",29,131,0.40165819990485563
0432ead42b6c8a0bdf68154add917fdf,8761.28,6489.2300000000005,2272.0499999999997,25.555108226917213,80,4.575,SP,maua,"Star (High Rev, High Margin)",389,998,0.056813121238735005
044668ccd5316b12a7cf0d54a156e3e9,191.35,150.01,41.33999999999999,21.155634984611314,3,5.0,SP,osasco,"Exit (Low Rev, Low Margin)",2439,2394,0.0012408222028096286
04843805947f0fc584fc1969b6e50fe7,1474.76,1054.76,420.0,28.4792101765711,1,5.0,RS,ivoti,"Star (High Rev, High Margin)",1270,124,0.009563182397781698
048c2757535328e0d7dac690ad3c0aae,10312.41,7592.8859999999995,2719.5240000000003,26.329184840094268,50,4.244897959183674,SP,franca,"Star (High Rev, High Margin)",330,691,0.06687153014097748
04aa0a1c5ce6b222003403a3e11c3cc0,6339.51,4684.11,1655.4000000000003,25.555554874469387,11,4.090909090909091,SP,cosmopolis,"Star (High Rev, High Margin)",531,997,0.041108987525130224
04aba03279157f6d4e0fe8ccaf21963c,2735.23,2010.4299999999998,724.8000000000001,26.402400043373063,15,4.533333333333333,RJ,santo antonio de padua,"Star (High Rev, High Margin)",931,661,0.017736786588925947
04e38a233f726ef161074ab1c9b0399a,1347.27,1049.79,297.48,21.574937926288584,19,4.105263157894737,SP,sao paulo,"Risk (High Rev, Low Margin)",1323,2297,0.008736464746168425
04ee0ec01589969663ba5967c0e0bdc0,314.32,227.473,86.84699999999998,27.630122168490708,1,5.0,RS,lajeado,"Growth (Low Rev, High Margin)",2177,277,0.0020382296043225633
04fdea0c111866e6cf812f1570d6b5bd,1038.35,778.85,259.5,24.900713699608904,8,3.5,SP,sao paulo,"Growth (Low Rev, High Margin)",1488,1243,0.006733251812319717
0509040ea3fe50071181bbc359eb7738,5099.25,3992.4449999999997,1106.8050000000003,20.682031619599666,87,4.476744186046512,MG,belo horizonte,"Risk (High Rev, Low Margin)",629,2487,0.03306643646551867
052577151711aec5c744fe12e66db3e1,729.65,523.55,206.10000000000002,28.246419516206405,1,5.0,SC,rodeio,"Growth (Low Rev, High Margin)",1721,165,0.004731465483564387
054694fa03fe82cec4b7551487331d74,8984.43,6460.509999999999,2523.9200000000005,27.974010268644328,20,3.4,SP,itajobi,"Star (High Rev, High Margin)",379,210,0.05826015272322399
056b4ada5bbc2c50cc7842547dda6b51,13485.79,9824.77,3661.0200000000004,26.801007619072465,64,4.2063492063492065,RJ,queimados,"Star (High Rev, High Margin)",246,530,0.08744953046474033
0570350b23eda5444f8d1d9544932058,751.76,563.6899999999999,188.07000000000002,24.470669211896638,6,5.0,SP,sao paulo,"Growth (Low Rev, High Margin)",1697,1418,0.004874839295449001
05730013efda596306417c3b09302475,1168.67,883.0699999999999,285.59999999999997,24.477246604205543,4,5.0,SC,criciuma,"Star (High Rev, High Margin)",1421,1411,0.007578320793088731
058cb5aeb36d7c0fcae20fc85d5e0a59,1983.82,1613.02,370.8000000000001,19.39932159554239,11,3.8181818181818183,RJ,rio de janeiro,"Risk (High Rev, Low Margin)",1088,2666,0.01286421689248914
058fd0aa2bfdb2274e05e1ae971dabb6,8287.53,6061.41,2226.1200000000003,26.89913804290977,59,4.440677966101695,SP,santo andre,"Star (High Rev, High Margin)",418,497,0.05374105686151493
05a48cc8859962767935ab9087417fbb,59.39,46.519999999999996,12.870000000000005,21.670314867822874,1,5.0,SP,sao paulo,"Exit (Low Rev, Low Margin)",2833,2279,0.0003851185295263331
05a940b4ecae36cadfd8e93bd9c43257,864.1,655.5699999999999,208.53000000000003,21.556703049088426,9,4.222222222222222,GO,goiania,"Exit (Low Rev, Low Margin)",1606,2306,0.005603315732677293
05aebce0b5c8f0d41b29b686f2d05fd3,120.88,98.383,22.497,19.677626370595334,2,5.0,SP,sao paulo,"Exit (Low Rev, Low Margin)",2638,2634,0.0007838546531258316
05ca864204d09595ae591b93ea9cf93d,188.42,134.45,53.97,28.643456108693343,1,5.0,SP,barueri,"Growth (Low Rev, High Margin)",2445,97,0.0012218224167932594
05d2173d43ea568aa0540eba70d2ca76,7438.93,5711.031999999999,1727.8980000000004,21.575897464032575,62,4.183333333333334,MG,alfenas,"Risk (High Rev, Low Margin)",468,2296,0.04823825194223481
05e107217c7266362fd44b75b2cd4cc4,275.39,217.376,58.013999999999996,19.358759837221015,5,4.2,SP,sao paulo - sp,"Exit (Low Rev, Low Margin)",2237,2675,0.0017857853484804995
05f51e13da97139648b8125c31e5f51b,14988.96,11058.866999999998,3930.093000000001,25.813595293720216,57,4.228070175438597,MG,belo horizonte,"Star (High Rev, High Margin)",208,901,0.09719693945662612
05feb94f19d094d4b0f9281f0b1d4c99,10050.04,7244.139999999999,2805.9000000000005,27.888925088453288,6,4.5,SP,mogi das cruzes,"Star (High Rev, High Margin)",339,228,0.06517017387575061
05ff92fedb5be47920fea08e501238b9,22983.87,16613.075999999997,6370.794000000001,27.005112720772132,57,4.315789473684211,RS,santo angelo,"Star (High Rev, High Margin)",128,458,0.14904048185257454
062c325cd6a2b87845fab56b4ec2eeae,157.07999999999998,117.114,39.96599999999999,25.114609432331847,2,5.0,SP,sao paulo,"Growth (Low Rev, High Margin)",2533,1157,0.00101859603667278
062ce95fa2ad4dfaedfc79260130565f,8959.97,6644.57,2315.4,24.201734747912287,54,4.092592592592593,RS,lajeado,"Risk (High Rev, Low Margin)",380,1517,0.05810154017511464
06532f10282704ef4c69168b914b77be,10460.75,7512.365,2948.3849999999993,27.82025898686673,7,4.714285714285714,PR,paincandu,"Star (High Rev, High Margin)",327,240,0.06783345104803147
06579cb253ecd5a3a12a9e6eb6bf8f47,5926.63,4571.08,1355.55,23.283370686544625,60,4.166666666666667,SP,sao paulo - sp,"Risk (High Rev, Low Margin)",562,1831,0.038431638838973756
066a6914e1ebf3ea95a216c73a986b91,10523.62,7858.833,2664.7870000000003,23.306914863532974,64,4.140625,PR,foz do iguacu,"Risk (High Rev, Low Margin)",325,1822,0.06824113587630763
0691148aee60ca47977c187804f935ae,7841.36,5987.887,1853.4730000000004,22.512665433963242,47,4.180851063829787,PR,londrina,"Risk (High Rev, Low Margin)",442,2078,0.05084783688645575
0692610d8abe24f287e9fae90ea0bbee,205.72,153.523,52.197,24.408099435745378,4,4.0,SP,sao paulo,"Growth (Low Rev, High Margin)",2393,1433,0.0013340054536817181
06a2c3af7b3aee5d69171b0e14f0ee87,48073.62,37264.323,10809.297,22.423545573622935,388,4.018229166666667,MA,sao luis,"Risk (High Rev, Low Margin)",53,2101,0.3117366870417194
06bb3a2fe5e7b7a845b13e8fb91bd944,1862.33,1401.473,460.85700000000014,24.542797548494292,17,4.588235294117647,MG,belo horizonte,"Star (High Rev, High Margin)",1123,1385,0.012076406652513486
06df0c10d34e459d9672bc77388742eb,9595.77,6874.7699999999995,2721.0000000000005,28.35611362224629,26,4.346153846153846,PR,maringa,"Star (High Rev, High Margin)",354,145,0.062224428894980664
06e5eefc71ec47ae763c5c6f8db7064f,24091.53,17518.962,6572.568000000001,27.017942708283986,90,3.977272727272727,RS,porto alegre,"Star (High Rev, High Margin)",118,452,0.15622317911499478
07017df32dc5f2f1d2801e579548d620,1128.24,844.293,283.94699999999995,24.924405230232512,8,4.0,PB,joao pessoa,"Star (High Rev, High Margin)",1437,1229,0.007316149684337264
070d165398b553f3b4b851c216b8a358,4373.86,3268.346,1105.5140000000001,23.82035109016685,30,3.3666666666666667,SP,sao paulo,"Risk (High Rev, Low Margin)",711,1660,0.02836259524421699
0725b8c0f3f906e58f70cbe76b7c748c,3058.99,2359.9139999999998,699.076,22.002568114407065,16,3.65625,SP,guarulhos,"Risk (High Rev, Low Margin)",876,2206,0.01983623052089169
0743a0239d764b9a0f959a57d07e36ab,403.22,302.13199999999995,101.08800000000005,24.92098146096556,4,4.75,SP,sao paulo,"Growth (Low Rev, High Margin)",2052,1230,0.0026147077534199033
0747d5bb69f0586cc869d8af4c50f93e,504.24,407.4,96.84000000000003,17.82370785431389,12,3.75,RJ,saquarema,"Exit (Low Rev, Low Margin)",1933,2802,0.0032697788740252264
0761743cbffb25d7148189e9f1a5f03a,327.40000000000003,255.03999999999996,72.36000000000004,21.590092974696006,3,4.666666666666667,SP,ribeirao preto,"Exit (Low Rev, Low Margin)",2152,2294,0.0021230477616925657
077c5fae4bea9500e3737b16f71b9d3a,177.24,145.2,32.040000000000006,13.625155439575199,4,4.5,SP,sorocaba,"Exit (Low Rev, Low Margin)",2472,2940,0.0011493249397751689
0791d9fc1e30678ecf03d3e55fa108d3,1029.0,776.3899999999999,252.61000000000004,24.26304342058184,5,4.0,MG,belo horizonte,"Exit (Low Rev, Low Margin)",1495,1487,0.0066726210958511
079d295dcbf06ee8bb1b65ba964eb2b6,540.09,435.3,104.78999999999999,19.681037424763865,5,4.6,SP,sao paulo,"Exit (Low Rev, Low Margin)",1896,2633,0.003502250658559981
07a9bc7f61396b658ddf3ac534efe44c,135.49,99.52,35.97000000000001,26.54808472950034,1,3.5,SP,sao paulo,"Growth (Low Rev, High Margin)",2598,610,0.0008785942004634261
07bf9669d84d1f11be443a9dd938f698,2422.22,1889.4199999999998,532.8000000000001,22.344543157042807,18,3.7222222222222223,SP,sao paulo,"Risk (High Rev, Low Margin)",987,2122,0.0157070517694776
07d75e33f2750d97d467fb57e4dfdd8a,759.59,542.87,216.72000000000003,23.259645001409815,2,2.5,SP,sao paulo,"Exit (Low Rev, Low Margin)",1691,1838,0.004925613467636089
07de60b03d150fb3ea09eab5da5e4c8b,784.36,595.6,188.76,24.085026838982138,8,4.75,SP,ibitinga,"Exit (Low Rev, Low Margin)",1668,1553,0.00508623623201338
07e8e8fc5222bb358e6f259da3197074,74.86,59.31999999999999,15.540000000000003,20.969226984480397,2,4.0,SP,sao paulo,"Exit (Low Rev, Low Margin)",2782,2434,0.000485434805865319
080102cd0a76b09e0dcf55fcacc60e05,7672.96,6016.398999999999,1656.5610000000001,20.48077318523979,120,4.541666666666667,MG,belo horizonte,"Risk (High Rev, Low Margin)",455,2523,0.04975583553316
080199a181c46c657dc5aa235411be3b,15544.88,11193.619999999999,4351.26,27.98456519250228,79,4.615384615384615,SP,osasco,"Star (High Rev, High Margin)",194,207,0.10080184083622334
08061dc0fc165ed41288cc7acde738ee,182.22,145.07999999999998,37.14000000000001,16.795743216311934,4,4.5,SP,osasco,"Exit (Low Rev, Low Margin)",2460,2862,0.0011816180914343897
08084d990eb3f53af056ccbc1730c8a7,546.9300000000001,443.91,103.02000000000001,19.12232456614548,11,4.4,SP,sao paulo,"Exit (Low Rev, Low Margin)",1886,2694,0.0035466051078268633
081acf3de680d554796c9cf041be7bc2,1187.19,887.9699999999999,299.22,24.018851713477996,3,4.0,MG,vespasiano,"Risk (High Rev, Low Margin)",1411,1581,0.007698415003676838
082e0bf4cb865a6533b1e8e498cc0255,3064.33,2442.34,621.99,20.695838182234652,11,3.272727272727273,SP,botucatu,"Risk (High Rev, Low Margin)",873,2485,0.01987085811724917
085f6f7e049c996695fb2074fe38d45e,435.96000000000004,344.34000000000003,91.62,18.691767007678042,6,4.0,SP,taubate,"Exit (Low Rev, Low Margin)",2011,2741,0.0028270125295891597
08633c14ef2db992c11f840f04fad4cd,8640.02,6447.0199999999995,2193.0,24.678314884110122,71,4.394366197183099,SP,ribeirao pires,"Star (High Rev, High Margin)",392,1321,0.05602680244953879
0873d9f8f36123f8d910f4760e788cfb,6021.56,4258.883,1762.6770000000006,29.23146211007794,5,3.6,SP,barueri,"Star (High Rev, High Margin)",551,31,0.03904721893676691
0885aaf116795758dfeb5f1032487bcd,3180.6,2382.306,798.2940000000001,24.763128901333754,25,4.4,SP,ferraz de vasconcelos,"Star (High Rev, High Margin)",857,1290,0.0206248189091001
0887a9f087bcd5d9f6642b52f897fc6c,1862.35,1369.75,492.6,26.334719615485454,12,4.416666666666667,SP,cananeia,"Star (High Rev, High Margin)",1122,686,0.01207653634388561
08ad4ac1388e4420ca531c3edfc46198,347.92,275.734,72.18600000000002,21.795664177049506,6,2.8333333333333335,SP,itapevi,"Exit (Low Rev, Low Margin)",2120,2250,0.0022561111094932113
08cdbae123ff67ca4e36d9d641ce0119,4195.46,3265.763,929.697,23.36231211778679,4,3.25,MG,uba,"Risk (High Rev, Low Margin)",740,1807,0.027205748204858556
08d0949a9a17c027262db1f3c450c26c,536.23,443.28999999999996,92.94,16.61697396316079,11,3.909090909090909,PR,cascavel,"Exit (Low Rev, Low Margin)",1898,2871,0.0034772202237397815
08d1c9478fb0d7d7fcac9c0da4e82fc7,605.57,444.16999999999996,161.4000000000001,26.652575259672716,1,5.0,MG,belo horizonte,"Growth (Low Rev, High Margin)",1817,576,0.003926860210898494
08d2d642cf72b622b14dde1d2f5eb2f5,1215.16,942.4599999999999,272.70000000000005,17.657849284880054,16,4.3125,SP,marilia,"Risk (High Rev, Low Margin)",1396,2816,0.00787978838759419
08f5819815f3d06545011850bd70f0a8,522.83,387.22999999999996,135.60000000000005,25.972200242103565,3,4.666666666666667,SP,santos,"Growth (Low Rev, High Margin)",1911,829,0.0033903270044157727
091065b789659bc3cd9af9cb3a6253ff,1444.37,1036.6699999999998,407.7000000000001,28.24179898931029,2,3.5,RS,canoas,"Star (High Rev, High Margin)",1280,167,0.009366116357837172
0936e1837d0c79253456bbb2ffaaef10,70.02,58.349999999999994,11.670000000000002,16.66666666666667,1,5.0,SP,sao paulo,"Exit (Low Rev, Low Margin)",2796,2869,0.0004540494938109756
093805f8f2aeb63881444571e1f48f30,1559.73,1194.993,364.737,23.171127706079805,22,4.181818181818182,SP,osasco,"Risk (High Rev, Low Margin)",1229,1866,0.010114176192256399
094ced053e257ae8cae57205592d6712,2122.26,1635.63,486.63,21.7395198184421,19,4.052631578947368,SP,ribeirao preto,"Risk (High Rev, Low Margin)",1055,2263,0.013761940570341063
0951a6e282947e09cd47969f4ed0b47f,580.3199999999999,432.63,147.69,24.749589977421603,7,4.857142857142857,SP,taboao da serra,"Growth (Low Rev, High Margin)",1835,1296,0.0037631248535901934
09883d9ab71c8fe8a9bfc7fc3075b07e,330.09,249.20999999999998,80.88,24.580276096324802,4,4.0,SP,sao paulo,"Growth (Low Rev, High Margin)",2146,1366,0.0021404912512434293
099095b050cfe8eb1ddff5317587e96e,5705.93,4204.778,1501.1520000000003,25.952044479371622,16,3.375,SP,sao paulo,"Star (High Rev, High Margin)",582,835,0.03700049454757012
09bad886111255c5b5030314fc7f1a4a,560.36,414.11,146.25,26.144644269159283,5,5.0,SP,sao paulo,"Growth (Low Rev, High Margin)",1862,764,0.0036336928642090593
09f952a5f58d2285b0372551ae8f9b01,12653.64,9305.099,3348.5410000000006,26.387085358719244,46,3.9782608695652173,SP,sao bernardo do campo,"Star (High Rev, High Margin)",265,667,0.08205339669903333
0a198e95d32b1be2da9424c962a6ebfa,86.67,65.673,20.997,24.2263759086189,1,5.0,MG,contagem,"Exit (Low Rev, Low Margin)",2743,1505,0.0005620175611053593
0a82f5fb06a4fe4ac2cf7cb412ec71b8,484.8,346.2,138.60000000000002,28.581353274404307,2,5.0,SP,sao paulo,"Growth (Low Rev, High Margin)",1949,103,0.003143718860319352
0a85ebe4e328db81ac9109781205e2f7,926.42,688.563,237.857,25.57439146039118,12,4.583333333333333,SP,jundiai,"Growth (Low Rev, High Margin)",1564,988,0.006007434048219995
0aa2205ca24f113f4658a5c536667426,988.1,743.414,244.686,23.828292283142517,4,4.0,SP,sao paulo,"Exit (Low Rev, Low Margin)",1513,1655,0.006407402239854685
0ac4201fda2c68ebc0e47cb9423cf3c9,1910.8700000000001,1407.806,503.06400000000014,22.749208032368834,13,4.230769230769231,SP,sao paulo,"Risk (High Rev, Low Margin)",1107,1996,0.012391167612661798
0ad80de75c811326389cfb1daba7d45e,1564.72,1129.8999999999999,434.82000000000005,27.691538237468066,6,5.0,RJ,rio de janeiro,"Star (High Rev, High Margin)",1226,262,0.010146534189601684
0adac9fbd9a2b63cccaac4f8756c1ca8,18285.31,13504.002999999999,4781.307000000001,22.0075827582346,105,4.114285714285714,SP,louveira,"Risk (High Rev, Low Margin)",160,2203,0.1185723471819019
0ade5cc4a305ed7093a23f68ca47519c,201.27,153.606,47.66400000000003,23.726182062061373,2,5.0,PR,curitiba,"Exit (Low Rev, Low Margin)",2409,1694,0.00130514912338382
0aea4c6ae1505b3228ddf3dd7822ee5b,1579.66,1151.287,428.37300000000005,26.96340256837411,8,3.875,SP,sorocaba,"Star (High Rev, High Margin)",1220,475,0.010243413644579346
0af2ab31141893d26aca5a404a537dab,74.51,56.809999999999995,17.70000000000001,23.755200644208845,1,5.0,SP,sao paulo,"Exit (Low Rev, Low Margin)",2783,1682,0.0004831652068531248
0af977692321d895349eded183341d28,277.22,199.89499999999998,77.32500000000003,27.75088822945094,2,4.5,SP,santos,"Growth (Low Rev, High Margin)",2235,247,0.0017976521090299726
0afccdb8a34ee5c79f7c06faf2b4d56e,1557.09,1201.4099999999999,355.68000000000006,22.380360882874914,24,4.086956521739131,MG,uberlandia,"Risk (High Rev, Low Margin)",1232,2111,0.010097056931135847
0b0ddbc7b9d9584f442c7ac92b0ff6c9,1550.6399999999999,1125.612,425.02799999999996,26.734577946895836,3,4.666666666666667,SP,guarulhos,"Star (High Rev, High Margin)",1237,545,0.01005523146362541
0b18d63d0cd1d723567903fd34a07df2,1944.03,1440.588,503.44200000000006,23.81471772543189,9,4.777777777777778,SP,sp,"Risk (High Rev, Low Margin)",1103,1663,0.012606195907645685
0b1ca3ef18a63d7eb0c8897fa0849c08,62.87,46.37,16.5,26.24463177986321,1,5.0,SP,sao roque,"Growth (Low Rev, High Margin)",2821,730,0.0004076848282761502
0b35c634521043bf4b47e21547b99ab5,16073.81,11754.9,4318.910000000001,25.673968785760344,49,3.4166666666666665,PR,teixeira soares,"Star (High Rev, High Margin)",185,948,0.10423172370913737
0b36063d5818f81ccb94b54adfaebbf5,783.0,553.5,229.5,29.310344827586203,1,5.0,SC,jaragua do sul,"Growth (Low Rev, High Margin)",1670,22,0.005077417218708853
0b3f27369a4d8df98f7eb91077e438ac,171.39,127.43700000000001,43.952999999999996,25.272338070781398,2,4.0,SP,aruja,"Growth (Low Rev, High Margin)",2489,1094,0.0011113902134284935
0b46f784306be7200ca1700aa55d819f,30.86,24.89,5.969999999999999,19.345430978613088,1,5.0,MG,belo horizonte,"Exit (Low Rev, Low Margin)",2933,2676,0.00020011378718947027
0b64bcdb0784abc139af04077d49a20e,205.81,164.53,41.28,20.04667116236145,4,4.75,RS,canoas,"Exit (Low Rev, Low Margin)",2392,2586,0.0013345890648562824
0b90b6df587eb83608a64ea8b390cf07,31733.47,23276.601,8456.869,25.837132087827086,160,4.053459119496855,PR,maringa,"Star (High Rev, High Margin)",92,888,0.20577786332998832
0bae85eb84b9fb3bd773911e89288d54,10666.11,8348.939999999999,2317.17,21.315828379460992,134,4.3059701492537314,SP,itajai,"Risk (High Rev, Low Margin)",321,2357,0.06916512205701493
